PeriodId,cHRev-20210-farreplacerandom,AuthorshipRec-20211-farreplacerandom,RevOwnRec-20212-farreplacerandom,RetentionRec-20213-farreplacerandom,LearnRec-20214-farreplacerandom,TurnoverRec-20215-farreplacerandom,WhoDo-20216-farreplacerandom,cHRev-20218-add,AuthorshipRec-20219-add,RevOwnRec-20220-add,RetentionRec-20221-add,LearnRec-20222-add,TurnoverRec-20223-add,WhoDo-20224-add,TurnoverRec-20225-addAndReplace,TurnoverRec-20226-addHoarded_2,TurnoverRec-20227-addHoarded_3,TurnoverRec-20228-addHoarded_4
1,0,0,0,0,0,0,0,32.1981424148607,31.5789473684211,32.1981424148607,31.2693498452012,31.5789473684211,31.2693498452012,31.8885448916409,3.71517027863777,15.1702786377709,10.8359133126935,8.6687306501548
2,0,0,0,0,0,0,0,28.0405405405405,28.0405405405405,28.0405405405405,28.0405405405405,28.0405405405405,28.0405405405405,28.0405405405405,4.72972972972973,14.8648648648649,10.472972972973,9.12162162162162
3,0,0,0,0,0,0,0,26.2222222222222,26.2222222222222,26.2222222222222,26.2222222222222,26.2222222222222,26.2222222222222,26.2222222222222,1.33333333333333,14.6666666666667,12.4444444444444,10.6666666666667
4,0,0,0,0,0,0,0,23.3830845771144,23.3830845771144,23.3830845771144,23.3830845771144,23.3830845771144,23.3830845771144,23.3830845771144,3.73134328358209,14.6766169154229,10.6965174129353,9.95024875621891
5,0,0,0,0,0,0,0,15.4791154791155,15.4791154791155,15.4791154791155,15.4791154791155,15.4791154791155,15.4791154791155,15.4791154791155,1.22850122850123,8.5995085995086,5.28255528255528,3.31695331695332
6,0,0,0,0,0,0,0,13.3090246125798,13.126709206928,13.3090246125798,13.126709206928,13.2178669097539,13.2178669097539,13.126709206928,2.09662716499544,6.4721969006381,4.64904284412033,3.19051959890611
7,0,0,0,0,0,0,0,11.4492753623188,11.4492753623188,11.4492753623188,11.4492753623188,11.4492753623188,11.4492753623188,11.4492753623188,0.72463768115942,6.08695652173913,3.76811594202899,1.88405797101449
8,0,0,0,0,0,0,0,15.7622739018088,15.6330749354005,15.7622739018088,15.6330749354005,15.7622739018088,15.7622739018088,15.6330749354005,1.80878552971576,9.43152454780362,3.61757105943152,3.22997416020672
9,0,0,0,0,0,0,0,14.4029170464904,14.4029170464904,14.4029170464904,14.4029170464904,14.4029170464904,14.4029170464904,14.4029170464904,2.18778486782133,8.65998176845943,4.92251595259799,3.82862351868733
10,0,0,0,0,0,0,0,11.3058720420684,11.3058720420684,11.3058720420684,11.3058720420684,11.3935144609991,11.3058720420684,11.3058720420684,1.57756354075372,6.57318141980719,2.19106047326906,1.84049079754601
11,0,0,0,0,0,0,0,11.5,11.4,11.4,11.3,11.4,11.3,11.5,1.5,7.2,2.7,2.2
12,0,0,0,0,0,0,0,7.59803921568627,7.47549019607843,7.59803921568627,7.59803921568627,7.59803921568627,7.59803921568627,7.47549019607843,0.735294117647059,4.41176470588235,1.7156862745098,1.47058823529412
13,0,0,0,0,0,0,0,16.0243407707911,16.1257606490872,16.1257606490872,16.0243407707911,16.1257606490872,16.1257606490872,15.9229208924949,1.21703853955375,10.5476673427992,5.37525354969574,3.7525354969574
14,0,0,0,0,0,0,0,18.7679083094556,18.6246418338109,18.7679083094556,18.6246418338109,18.7679083094556,18.7679083094556,18.4813753581662,3.58166189111748,11.6045845272206,5.30085959885387,3.43839541547278
15,0,0,0,0,0,0,0,18.809201623816,18.809201623816,18.6738836265223,18.6738836265223,18.9445196211096,18.809201623816,18.809201623816,2.7063599458728,11.637347767253,7.03653585926928,5.68335588633288
16,0,0,0,0,0,0,0,18.9255189255189,18.9255189255189,18.9255189255189,18.9255189255189,19.1697191697192,18.9255189255189,19.1697191697192,4.02930402930403,12.0879120879121,6.47130647130647,5.37240537240537
17,0,0,0,0,0,0,0,17.843137254902,17.843137254902,17.9411764705882,17.7450980392157,17.9411764705882,17.7450980392157,18.0392156862745,2.54901960784314,10.5882352941176,6.56862745098039,4.50980392156863
18,0,0,0,0,0,0,0,16.2763466042155,16.0421545667447,16.2763466042155,16.2763466042155,16.3934426229508,16.1592505854801,16.1592505854801,1.87353629976581,10.0702576112412,5.26932084309133,4.0983606557377
ReviewerPlusPlus_Lifetime,0,0,0,0,0,0,0,15.8146617359147,15.749401783772,15.8146617359147,15.7348995721848,15.8364150532956,15.7639039953593,15.7784062069466,2.11007178594736,9.30316873323182,5.16278732506707,3.94460155173664
